person_age,person_gender,person_0,person_income,person_emp_exp,person_home_2ership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31,1,Associate,134128,11,1,5150,4,6.62,0.04,7,657,0,0
29,0,Master,100317,6,1,7500,3,8.9,0.07,6,641,0,0
27,0,Bachelor,85049,7,0,10800,5,14.91,0.13,6,680,0,0
34,1,Master,54556,10,1,12000,3,11.86,0.22,5,674,1,0
31,1,Master,21537,10,1,2400,0,14.72,0.11,5,677,0,1
34,0,Associate,37215,11,0,12000,3,8.9,0.32,7,644,0,1
34,1,Bachelor,132224,11,1,6000,0,12.23,0.05,5,684,0,0
27,1,Doctorate,91343,4,1,18050,1,10,0.2,7,583,0,0
28,1,Master,102834,5,0,9000,2,11.01,0.09,7,661,1,0
29,1,Bachelor,49449,5,0,3600,3,8.59,0.07,5,658,1,0
32,1,High School,45611,11,0,6000,1,10.36,0.13,8,638,1,0
28,1,High School,71789,6,1,14000,2,10.36,0.2,7,665,0,0
34,1,Bachelor,64601,12,0,13000,3,10.62,0.2,8,565,1,0
32,1,Associate,48934,7,1,16000,1,5.99,0.33,9,646,1,0
31,0,Associate,95962,7,1,19150,0,6.99,0.2,6,644,1,0
32,1,Associate,121148,11,1,7000,3,7.14,0.06,10,669,0,0
30,0,Associate,94414,9,0,15000,3,14.96,0.16,9,691,0,1
31,0,Bachelor,120131,8,0,12000,5,14.26,0.1,10,668,0,0
29,0,Associate,35674,8,0,1400,4,7.9,0.04,8,683,1,0
29,1,Bachelor,79045,4,1,7000,1,11.01,0.09,5,569,1,0
32,1,High School,65877,6,1,7125,5,9.99,0.11,6,616,0,1
33,1,Bachelor,109240,8,1,12000,0,12.98,0.11,5,653,0,0
29,1,High School,181009,10,0,15000,5,16.32,0.08,5,668,1,0
29,1,Associate,34863,8,0,5000,4,16.07,0.14,8,661,0,1
30,1,High School,51675,8,2,4000,1,15.23,0.08,5,632,1,0
30,1,Associate,54842,10,0,3300,1,11.71,0.06,5,665,1,0
27,1,Bachelor,76377,3,0,24250,1,15.31,0.32,6,681,0,1
28,1,Bachelor,78935,5,0,7200,5,13.98,0.09,5,610,1,0
28,0,Bachelor,24970,10,0,4000,2,13.11,0.16,5,632,0,1
29,0,Associate,24474,9,0,2000,3,5.99,0.08,6,544,0,1
28,1,Bachelor,36966,7,1,15000,5,11.01,0.41,8,691,0,0
35,1,Master,66043,12,2,6000,1,6.62,0.09,5,639,0,0
30,0,High School,103045,9,0,10000,1,6.62,0.1,6,592,1,0
31,0,Bachelor,120946,10,1,15000,5,9.63,0.12,5,671,1,0
28,1,High School,49076,8,2,3600,1,6.99,0.07,10,637,1,0
34,1,Associate,65797,8,1,7000,1,11.89,0.11,9,582,1,0
30,0,Associate,54946,8,0,13250,0,7.9,0.24,9,651,1,0
29,1,Master,40552,9,1,4200,2,11.36,0.1,6,672,1,0
28,1,Master,130627,6,1,5000,2,12.87,0.04,8,635,0,0
28,1,High School,36977,4,1,3000,3,7.29,0.08,7,390,1,0
29,0,Associate,88056,6,1,7000,1,13.79,0.08,8,658,0,0
30,0,Associate,59825,11,0,10000,5,15.45,0.17,8,694,0,1
28,0,Associate,45508,5,0,3000,3,11.12,0.07,5,599,0,0
32,1,Bachelor,139164,10,0,4000,4,12.69,0.03,8,706,1,0
34,0,High School,166463,13,1,25000,1,11.12,0.15,6,666,0,0
29,1,Master,110735,4,1,22000,4,6.91,0.2,5,694,1,0
29,0,Doctorate,37167,5,0,7200,2,15.27,0.19,8,672,0,0
30,0,High School,145094,10,0,10000,4,17.04,0.07,10,649,1,0
31,0,High School,94630,6,1,20000,5,14.26,0.21,9,594,0,1
27,0,Master,54668,2,0,12800,4,11.83,0.23,8,674,1,0
28,1,Master,67741,5,1,5000,4,11.01,0.07,6,671,1,0
30,1,Bachelor,39744,7,0,13275,4,11.01,0.33,6,612,0,1
29,1,Associate,190348,5,2,11000,2,8.49,0.06,7,688,0,0
29,0,Bachelor,54880,5,2,8000,4,12.21,0.15,5,608,1,0
34,0,Master,136812,10,0,9600,3,11.01,0.07,5,510,1,0
34,0,Associate,33086,11,0,2525,1,12.21,0.08,10,702,0,0
27,0,Master,58674,3,0,25000,0,10.59,0.43,5,635,0,1
27,0,Master,70818,3,0,5900,5,9.32,0.08,6,649,1,0
29,1,Master,22773,5,0,1700,2,11.12,0.07,8,615,1,0
28,1,High School,67987,5,1,8400,0,7.51,0.12,6,611,0,0
32,1,Associate,80572,10,1,6075,1,6.03,0.08,6,599,1,0
32,1,Bachelor,78152,8,0,10000,5,12.69,0.13,8,639,0,0
33,0,High School,54939,10,0,12000,0,7.88,0.22,5,574,1,0
27,1,Master,136429,2,1,20000,3,11.01,0.15,8,609,0,1
27,0,Master,39615,5,0,17725,1,11.49,0.45,7,637,0,1
29,1,Bachelor,89759,7,0,4500,2,13.61,0.05,8,600,1,0
29,1,Master,43129,5,0,10625,4,7.9,0.25,6,602,1,0
32,1,Bachelor,55299,12,0,3000,0,12.61,0.05,8,660,1,0
27,0,High School,75601,6,1,3275,5,9.33,0.04,8,657,0,0
31,1,Bachelor,240978,10,1,7800,1,9.63,0.03,5,709,0,0
29,0,Associate,57629,9,0,5000,1,10.62,0.09,9,662,0,0
29,1,Associate,46300,5,0,12000,1,13.48,0.26,8,649,0,1
28,1,Bachelor,58717,4,2,12000,0,14.54,0.2,7,615,0,0
28,1,High School,41703,3,0,9600,1,10.99,0.23,7,605,1,0
35,1,Associate,46672,12,0,8000,2,11.01,0.17,9,639,1,0
29,1,High School,84987,10,0,2400,2,11.11,0.03,6,639,1,0
33,1,Bachelor,91057,8,1,6000,2,7.51,0.07,5,556,1,0
28,1,Master,120825,4,1,10000,2,5.42,0.08,9,602,1,0
28,0,Bachelor,104752,5,1,5000,1,7.9,0.05,5,702,1,0
32,0,Associate,78784,13,0,3625,5,6.03,0.05,8,658,0,0
33,0,Associate,29748,11,0,1000,3,14.91,0.03,10,548,0,1
33,0,Master,80063,7,0,6400,2,14.96,0.08,6,664,0,1
28,0,High School,88503,9,1,15000,4,11.83,0.17,7,663,1,0
30,0,Master,80480,5,1,12000,2,7.51,0.15,9,579,1,0
34,1,Associate,163066,11,1,15000,1,5.42,0.09,6,664,1,0
31,1,Master,193030,10,0,3600,2,15.23,0.02,9,662,1,0
27,0,Bachelor,60793,6,1,4000,3,11.01,0.07,6,644,0,0
29,1,High School,75652,3,0,9000,3,11.01,0.12,7,606,1,0
33,0,High School,26115,13,2,7750,5,11.83,0.3,7,631,1,0
32,1,Master,48981,12,1,7500,2,5.99,0.15,8,689,0,0
29,0,High School,49230,7,0,7000,2,14.91,0.14,8,621,0,1
30,1,Bachelor,168919,9,1,15000,5,16.35,0.09,5,696,1,0
32,0,Master,72989,11,1,6000,1,6.62,0.08,5,653,0,0
33,0,Master,83586,9,0,7000,2,8,0.08,10,542,0,0
35,0,Master,94727,10,1,10000,4,6.54,0.11,5,689,0,0
31,1,Bachelor,41599,7,1,15250,1,12.53,0.37,8,674,1,0
34,1,Bachelor,39226,9,1,2275,5,6.17,0.06,10,603,1,0
30,0,Master,34533,6,0,12000,3,14.22,0.35,8,615,0,1
28,1,Bachelor,58706,6,1,3000,2,11.99,0.05,6,658,0,0
28,0,Associate,94872,6,1,20000,1,11.01,0.21,5,659,0,1
29,1,Bachelor,96022,5,1,8000,3,5.42,0.08,5,560,1,0
27,0,Doctorate,59645,5,0,12000,0,12.53,0.2,8,671,0,0
33,1,Bachelor,124846,9,1,6000,3,11.01,0.05,8,715,0,0
29,1,Bachelor,109763,4,1,10000,3,12.21,0.09,7,695,1,0
34,0,Master,22822,13,0,1500,3,11.48,0.07,8,681,0,1
29,1,Associate,35221,8,0,4000,0,10.59,0.11,8,665,1,0
28,0,Doctorate,51214,8,1,10000,5,10.75,0.2,6,714,0,0
30,0,High School,113953,8,1,10000,3,14.27,0.09,10,621,1,0
27,1,Associate,216944,6,1,8000,4,13.23,0.04,9,680,1,0
33,0,Bachelor,87311,15,1,6600,5,11.01,0.08,9,613,1,0
27,0,Associate,55257,7,0,7600,1,14.59,0.14,7,659,0,1
33,1,Bachelor,71455,8,0,3000,2,11.49,0.04,5,716,0,0
35,1,High School,60481,13,0,7000,4,11.49,0.12,9,664,1,0
31,0,Associate,72682,11,1,19400,2,18.53,0.27,10,622,1,0
28,0,Master,49116,3,0,9000,1,12.53,0.18,8,708,1,0
29,1,Associate,21277,5,0,2750,5,14.84,0.13,6,528,0,1
27,1,Master,68412,5,0,10000,5,11.36,0.15,10,685,0,0
34,1,Master,46739,11,2,10000,5,8.94,0.21,9,701,0,0
30,0,Master,64551,7,0,14000,3,15.28,0.22,10,656,0,1
32,0,Associate,49169,9,0,7175,1,12.99,0.15,6,637,1,0
29,0,Bachelor,577347,3,1,6500,3,5.42,0.01,9,686,0,0
30,0,Master,85161,7,1,10000,2,10.25,0.12,8,546,1,0
30,1,High School,97120,8,1,6000,0,14.17,0.06,9,632,1,0
29,0,Bachelor,34552,3,0,8575,0,19.42,0.25,10,658,0,1
32,0,High School,111291,8,1,8400,1,15.99,0.08,9,602,0,1
35,1,Bachelor,104755,17,2,18000,4,11.01,0.17,9,630,1,0
30,1,Master,115952,7,1,8000,1,6.99,0.07,8,690,0,0
28,0,Bachelor,65570,5,0,12000,5,15.31,0.18,6,639,0,1
29,1,Bachelor,31068,9,2,10000,2,13.49,0.32,6,575,1,0
27,0,Master,55969,4,1,3000,3,6.99,0.05,5,669,1,0
27,0,Doctorate,48705,5,0,10000,2,11.01,0.21,10,666,0,0
33,0,Bachelor,91694,9,0,20000,1,17.58,0.22,8,655,0,1
27,0,Master,77460,6,1,20000,3,6.54,0.26,5,741,0,0
28,1,High School,60979,6,1,9000,1,11.01,0.15,10,670,0,0
33,1,Associate,17945,12,0,4800,1,6.76,0.27,7,537,0,1
35,0,Bachelor,144995,13,0,12000,2,10.99,0.08,5,661,1,0
33,0,Associate,37333,9,0,6500,3,8.49,0.17,10,697,1,0
28,0,Bachelor,60890,4,0,16200,5,13.99,0.27,6,581,0,1
27,1,Bachelor,102187,5,1,7000,3,7.29,0.07,10,600,0,0
28,1,Master,61011,4,0,3000,0,10.37,0.05,9,635,1,0
28,0,Associate,94537,8,0,12000,4,10.62,0.13,6,627,1,0
27,1,Bachelor,73401,2,0,10000,2,10.62,0.14,10,662,1,0
28,0,Bachelor,41700,8,0,5000,4,7.9,0.12,5,635,0,1
35,1,Associate,96852,14,2,15000,2,15.99,0.15,5,677,1,0
28,1,Bachelor,259694,9,1,21000,5,11.99,0.08,6,678,1,0
27,1,High School,144961,4,1,16000,2,12.21,0.11,5,547,1,0
34,0,Bachelor,163019,11,1,8000,2,9.32,0.05,5,678,0,0
28,1,Master,144878,5,1,14400,1,10.74,0.1,7,686,1,0
27,0,Master,153334,5,1,21000,2,10.99,0.14,5,658,1,0
27,0,Bachelor,111329,4,1,18000,0,11.48,0.16,8,643,0,0
31,0,Bachelor,69242,8,0,9000,1,15.33,0.13,6,659,0,1
28,0,Associate,151191,9,1,5000,4,11.99,0.03,5,705,0,1
29,1,Associate,44522,6,1,14000,4,14.27,0.31,10,680,1,0
30,0,Bachelor,109217,5,1,18000,4,8.49,0.16,7,565,1,0
29,1,High School,49123,7,2,5000,1,5.42,0.1,5,629,1,0
29,0,Bachelor,60940,5,1,3575,5,11.49,0.06,6,676,1,0
27,1,Bachelor,126177,5,0,15000,0,16.77,0.12,6,650,1,0
33,1,Associate,118600,9,0,20000,5,6.91,0.17,7,686,0,0
29,0,Associate,45687,2,1,3000,4,16.82,0.07,7,530,1,0
28,1,Associate,150903,7,1,8000,1,11.14,0.05,6,520,1,0
29,0,Bachelor,171473,6,2,24250,4,11.48,0.14,8,625,1,0
27,0,Bachelor,150576,3,1,8000,3,6.76,0.05,6,642,1,0
34,0,Bachelor,47358,14,1,2400,3,8.9,0.05,6,649,1,0
28,1,Bachelor,79039,8,1,10000,5,7.49,0.13,7,685,0,0
34,1,Doctorate,67057,14,1,7000,0,13.49,0.1,7,743,0,0
34,1,High School,85256,11,0,6000,3,11.89,0.07,7,625,1,0
27,0,High School,87223,9,1,6000,0,5.42,0.07,6,652,0,0
27,1,High School,170127,4,1,6450,2,5.99,0.04,6,661,0,0
28,0,Associate,69194,6,1,12300,1,7.88,0.18,8,587,1,0
34,0,Bachelor,51173,12,0,18825,1,7.9,0.37,9,631,0,1
31,1,Associate,90817,10,1,13800,3,11.01,0.15,9,584,1,0
30,0,Bachelor,120932,5,0,1000,4,11.71,0.01,6,655,0,0
29,1,Associate,69957,7,0,6000,0,9.91,0.09,5,679,1,0
28,0,Bachelor,87179,6,1,16000,2,15.95,0.18,5,671,1,0
31,0,Bachelor,48824,9,0,2400,0,11.01,0.05,10,643,1,0
33,0,Bachelor,29664,11,0,2000,3,14.35,0.07,8,741,0,0
32,0,Associate,26323,8,0,10000,2,11.01,0.38,10,658,0,1
27,1,Associate,133500,6,1,3600,5,6.03,0.03,5,691,0,0
30,0,Associate,30413,7,0,5000,1,6.91,0.16,7,627,0,0
28,0,Associate,36581,10,1,10500,2,8.94,0.29,8,572,1,0
30,1,Bachelor,63157,5,1,3200,4,6.99,0.05,5,686,0,0
29,0,Associate,145111,2,1,6250,3,12.53,0.04,9,507,1,0
32,1,Associate,134233,9,1,10400,5,9.91,0.08,7,597,0,0
27,0,Associate,58249,5,2,7500,2,13.47,0.13,6,687,0,0
30,1,Associate,109189,8,0,18000,3,8.94,0.16,7,585,1,0
31,0,High School,100940,8,1,10000,1,11.01,0.1,5,662,0,1
31,1,High School,93695,10,0,10000,0,16.49,0.11,7,548,1,0
33,1,Associate,117347,10,0,7000,0,12.98,0.06,8,689,0,0
27,1,Associate,69398,8,0,8000,0,16.29,0.12,5,644,0,0
30,1,Bachelor,49202,5,0,2500,2,5.79,0.05,8,689,0,0
31,1,Bachelor,35815,8,0,15075,5,11.01,0.42,7,517,0,1
35,1,Associate,128566,13,1,8325,2,6.99,0.06,10,610,1,0
27,1,Master,81931,6,0,2800,4,13.04,0.03,7,562,0,0
31,0,High School,122820,10,0,7500,2,13.22,0.06,9,619,1,0
34,0,Bachelor,265119,14,1,11275,3,12.99,0.04,8,651,0,0
30,0,Associate,31187,5,1,7000,3,10.99,0.22,10,676,1,0
30,1,Associate,114935,6,1,4000,4,5.99,0.03,7,570,1,0
34,0,Bachelor,97098,13,0,5000,0,6.17,0.05,8,671,0,0
27,0,Master,44926,3,0,9000,0,7.49,0.2,6,656,0,0
33,1,High School,43948,10,1,5000,2,8.49,0.11,9,662,1,0
30,1,High School,79149,8,1,20000,5,16.77,0.25,5,564,1,0
33,0,High School,54555,13,1,8000,0,16.49,0.15,7,692,0,1
27,1,Bachelor,156569,4,1,10000,4,6.54,0.06,7,729,1,0
34,0,Master,65174,12,0,3200,1,6.76,0.05,10,650,1,0
27,1,Bachelor,94535,3,1,5125,2,8.59,0.05,8,600,1,0
33,1,Associate,99370,11,1,6000,2,7.51,0.06,6,694,0,0
28,1,Associate,52764,7,0,3000,0,7.49,0.06,7,609,1,0
28,1,Bachelor,38249,7,0,3600,1,14.11,0.09,8,639,0,1
32,0,High School,107946,7,0,12000,1,8.94,0.11,6,614,0,0
31,1,Master,100734,9,1,18000,2,19.74,0.18,8,644,0,1
29,1,Associate,74839,5,0,15000,4,6.91,0.2,9,593,1,0
32,0,High School,37302,8,0,11450,0,9.99,0.31,6,604,0,1
31,1,Associate,32341,7,1,6500,4,9.99,0.2,9,666,1,0
30,0,Associate,63257,9,1,14675,5,9.63,0.23,7,660,1,0
36,1,Doctorate,1440982,15,2,10000,1,6.54,0.01,11,682,1,0
40,0,Bachelor,1440915,19,1,10000,1,11.01,0.01,16,637,1,0
50,1,High School,1081082,28,1,30000,3,12.69,0.03,15,643,0,0
36,0,High School,1081254,14,1,6000,4,11.01,0.01,12,600,1,0
36,1,Bachelor,84049,13,0,35000,2,11.01,0.42,15,700,0,1
45,1,Master,96924,25,0,35000,1,11.01,0.36,13,566,0,1
37,1,Bachelor,97166,14,0,35000,5,11.99,0.36,17,637,0,1
39,0,High School,850679,18,1,25000,3,12.18,0.03,12,668,0,0
44,1,High School,703125,24,1,20000,1,11.01,0.03,16,563,0,1
36,0,Associate,840912,14,1,25000,1,12.53,0.03,13,629,1,0
40,1,Bachelor,649823,16,1,35000,1,15.99,0.05,11,614,0,1
37,0,Associate,103064,11,0,35000,5,8.9,0.34,17,656,0,1
43,0,Master,600812,22,1,25000,2,12.61,0.04,14,685,0,0
39,1,Master,485461,16,1,35000,1,11.01,0.07,11,668,0,1
41,1,Associate,577228,17,1,16000,3,7.9,0.03,17,660,0,0
40,0,High School,160447,13,0,35000,0,14.54,0.22,17,630,0,1
36,1,Master,490811,15,1,35000,5,7.9,0.07,13,654,1,0
37,1,Bachelor,490621,16,0,6000,0,12.61,0.01,13,699,1,0
43,0,Master,480854,20,1,28000,2,9.91,0.06,11,619,0,0
43,1,Bachelor,421260,19,1,18000,1,11.49,0.04,16,702,1,0
46,1,Bachelor,404111,25,2,9000,2,11.49,0.02,13,679,0,0
44,1,Associate,82056,20,0,32400,5,11.01,0.39,13,638,0,1
43,0,High School,89491,19,0,30600,3,18.79,0.34,17,648,0,1
38,0,High School,368127,16,1,15000,2,10.62,0.04,17,693,0,0
47,0,High School,366927,24,1,10000,5,13.43,0.03,12,665,1,0
46,0,High School,367057,25,1,20000,2,17.93,0.05,13,564,1,0
42,0,High School,360959,23,1,10000,4,17.27,0.03,14,710,1,0
37,0,High School,67412,13,0,30000,3,9.91,0.45,15,637,0,1
47,1,Bachelor,15590,23,2,1950,1,12.69,0.13,12,645,0,1
37,0,Bachelor,361023,16,1,25000,0,11.49,0.07,14,650,0,0
36,0,Associate,108834,12,0,30000,4,15.99,0.28,11,610,0,1
38,1,High School,15693,16,2,4800,3,7.29,0.31,12,587,0,1
36,0,Associate,336807,12,0,5000,3,14.26,0.01,16,652,1,0
37,0,High School,264810,11,0,30000,0,9.91,0.11,17,583,1,0
41,0,Master,322597,18,1,24000,4,10.37,0.07,11,683,1,0
43,1,High School,321399,20,1,21000,3,12.69,0.07,13,645,1,0
37,0,Associate,313076,13,1,20000,2,14.96,0.06,12,673,1,0
36,0,Associate,300870,12,1,31400,4,14.27,0.1,16,561,1,0
40,1,Associate,68772,16,0,28000,5,18.62,0.41,14,635,0,1
44,1,High School,15209,20,2,2000,5,9.88,0.13,11,553,0,1
41,0,Doctorate,301153,21,1,5000,0,9.99,0.02,12,721,0,0
36,0,Associate,301178,15,0,20000,3,7.88,0.07,17,690,0,0
41,0,High School,301161,23,1,4200,3,13.11,0.01,14,690,0,0
36,1,High School,300926,13,1,4000,2,7.14,0.01,12,679,0,0
48,1,Associate,274744,19,1,25000,5,15.31,0.09,13,673,0,1
45,1,Bachelor,103185,23,0,26000,4,14.27,0.25,15,590,0,1
40,0,High School,280535,18,1,15000,1,11.83,0.05,15,667,1,0
43,1,High School,276859,21,1,25000,5,15.58,0.09,15,640,1,0
42,1,Bachelor,57664,23,0,25000,1,12.18,0.43,15,610,0,1
45,1,High School,271448,22,0,22200,4,12.69,0.08,12,512,1,0
41,0,High School,270601,16,1,35000,5,15.62,0.13,14,548,1,0
45,0,Master,271200,25,1,10000,4,11.01,0.04,11,632,1,0
40,1,High School,213196,19,0,25000,1,10.99,0.12,17,674,0,1
44,1,High School,252856,23,1,25000,2,10.37,0.1,14,685,1,0
40,1,Master,253004,15,1,20000,0,6.17,0.08,17,655,1,0
42,0,Bachelor,253243,21,1,16000,2,13.47,0.06,11,642,1,0
45,1,Associate,252929,22,1,12000,3,9.63,0.05,12,542,1,0
41,1,High School,59760,20,0,25000,5,17.04,0.42,13,606,0,1
38,0,Associate,243428,14,1,15000,2,12.04,0.06,13,561,1,0
40,1,Associate,242687,18,0,12450,0,12.23,0.05,15,692,0,0
45,0,Master,72728,22,0,25000,3,9.99,0.34,16,696,0,1
37,0,Bachelor,240809,13,1,5000,4,11.01,0.02,12,691,0,0
38,0,High School,240896,15,1,25000,4,7.9,0.1,13,640,1,0
50,0,Associate,240876,31,0,7000,4,10.99,0.03,15,676,0,0
37,1,Associate,240948,15,1,6000,3,5.42,0.02,14,627,0,0
39,0,Associate,241153,19,1,4800,4,7.49,0.02,13,689,0,0
36,0,Associate,241150,15,1,14000,1,7.49,0.06,15,618,1,0
37,1,High School,241002,15,1,25000,0,15.57,0.1,14,579,0,0
36,0,Bachelor,240800,16,2,25000,5,15.2,0.1,13,707,1,0
41,1,High School,241503,20,1,1000,2,10.38,0,13,611,0,0
37,1,High School,241099,14,1,25000,5,10.75,0.1,11,659,0,0
39,0,High School,241019,18,1,18000,0,10.99,0.07,13,590,1,0
41,1,High School,80801,18,0,25000,0,17.56,0.31,15,725,0,1
38,0,High School,240826,17,1,20000,4,11.48,0.08,15,653,0,0
47,1,Associate,67887,26,0,25000,1,11.01,0.37,13,658,0,1
44,1,High School,87472,20,0,25000,5,19.41,0.29,17,605,0,1
38,0,High School,231498,16,1,5600,5,7.9,0.02,14,661,1,0
37,1,High School,231922,14,1,25600,3,5.99,0.11,17,620,1,0
46,0,Associate,231159,21,1,25000,2,14.79,0.11,14,665,1,0
36,0,Doctorate,231135,13,3,20000,2,11.48,0.09,17,688,0,0
36,1,Associate,84061,11,0,25000,5,14.59,0.3,12,590,0,1
44,0,Associate,229542,26,1,8000,4,13.16,0.03,15,648,0,0
36,1,High School,18192,14,2,7000,3,5.42,0.38,16,694,0,1
36,0,Bachelor,210062,11,0,20000,2,17.04,0.1,16,685,0,1
37,1,High School,223839,18,2,3000,2,6.39,0.01,17,675,1,0
46,0,High School,223521,24,1,20000,2,11.36,0.09,15,708,1,0
43,0,Associate,216774,19,1,6000,5,14.27,0.03,17,663,1,0
42,1,Doctorate,18097,19,2,3500,1,11.01,0.19,11,569,0,1
36,1,Bachelor,102076,13,0,25000,0,12.87,0.24,11,617,1,0
36,1,Bachelor,103188,14,0,25000,0,11.86,0.24,11,729,0,0
36,0,High School,216829,12,0,24000,0,9.99,0.11,15,565,1,0
45,0,Associate,217025,24,1,10000,1,5.99,0.05,11,708,0,0
49,1,Associate,172318,24,1,24000,1,11.01,0.14,14,591,0,1
39,0,Associate,94734,16,0,25000,5,16.02,0.26,17,660,0,1
45,1,High School,100737,22,0,25000,0,12.87,0.25,14,689,0,1
36,1,Associate,211138,13,1,11800,1,7.51,0.06,11,596,1,0
38,1,Associate,210811,14,1,21000,0,9.99,0.1,14,590,0,0
37,1,High School,117692,19,0,25000,5,19.41,0.21,11,698,1,0
37,1,High School,106548,16,0,25000,4,19.66,0.23,12,626,0,1
36,1,Bachelor,18859,15,2,5000,4,13.92,0.27,15,673,0,1
37,1,Associate,19183,16,2,5000,2,7.74,0.26,13,686,0,1
47,0,High School,108864,26,0,25000,2,15.65,0.23,17,630,0,1
37,1,Master,211043,12,0,15000,5,9.76,0.07,17,708,0,0
37,1,Associate,211146,15,1,6500,1,13.35,0.03,17,699,1,0
37,0,Master,113863,16,0,25000,5,13.11,0.22,16,741,0,1
44,0,High School,207311,24,1,25000,2,9.62,0.12,11,600,1,0
41,0,High School,206452,14,1,25000,5,11.12,0.12,14,646,0,0
37,1,Associate,205043,14,1,25000,5,16.45,0.12,13,652,1,0
37,1,Master,133109,16,0,25000,0,10.99,0.19,12,681,1,0
40,1,High School,118587,16,0,25000,3,19.04,0.21,16,584,0,1
46,0,Master,204842,21,1,7200,5,9.91,0.04,12,691,1,0
39,1,Associate,205054,14,1,32000,1,7.49,0.16,13,647,1,0
39,0,High School,205213,13,0,17000,3,12.99,0.08,14,640,0,0
37,1,Associate,137706,16,0,25000,2,11.01,0.18,13,607,0,0
36,1,Bachelor,124581,13,0,25000,2,12.53,0.2,15,529,0,1
38,0,High School,150371,18,0,25000,0,13.06,0.17,13,720,0,0
39,0,High School,121238,17,0,25000,1,15.7,0.21,16,572,0,1
40,1,Associate,19732,17,2,4000,0,15.7,0.2,13,671,0,1
36,1,Associate,153254,10,0,25000,3,14.59,0.16,11,617,0,1
36,1,Bachelor,174926,14,0,25000,1,11.01,0.14,15,572,1,0
47,1,Associate,198785,26,1,19800,5,15.65,0.1,16,665,0,0
40,0,Associate,190794,19,0,25000,5,16.82,0.13,16,567,0,1
38,0,Bachelor,20642,18,2,2000,2,13.23,0.1,11,603,0,0
36,1,Associate,516892,18,0,25000,2,13.8,0.05,16,663,0,0
48,0,High School,20945,26,2,3300,5,10.99,0.16,14,668,0,1
37,1,Associate,192877,15,1,24000,4,6.54,0.12,15,694,1,0
38,0,Associate,105360,11,0,24250,5,11.01,0.23,12,678,1,0
37,1,High School,92749,11,0,24250,3,15.65,0.26,13,567,0,1
42,0,High School,83295,18,0,24250,1,15.58,0.29,14,601,0,1
36,1,Associate,178641,14,1,10000,3,14.11,0.06,13,613,0,1
39,1,Bachelor,94548,19,0,24250,1,16,0.26,13,601,0,1
36,0,Associate,21427,11,1,3000,1,5.42,0.14,11,634,0,1
40,0,Associate,151121,15,0,24250,3,11.01,0.16,17,653,1,0
50,0,High School,142680,25,0,24250,0,13.92,0.17,12,630,0,1
36,1,Associate,162885,9,0,24250,3,12.87,0.15,15,575,0,0
40,1,Associate,55150,18,0,24000,0,10.65,0.44,11,621,0,1
38,0,Associate,21423,14,1,4375,0,7.51,0.2,17,527,0,1
38,1,Associate,21959,15,2,1000,5,16.29,0.05,11,628,0,0
39,1,Associate,67096,13,0,24000,3,12.53,0.36,15,592,0,1
38,0,Bachelor,72896,16,0,24000,4,13.85,0.33,16,658,0,1
36,0,Associate,22405,15,2,5875,5,7.9,0.26,12,689,0,1
39,1,High School,22489,16,2,3975,3,11.97,0.18,15,597,0,1
38,1,Master,22042,17,2,2800,1,11.01,0.13,16,677,0,1
39,1,Master,22704,17,2,4375,1,5.42,0.19,17,640,0,1
36,1,Associate,88145,14,0,24000,5,14.09,0.27,12,676,0,1
39,1,High School,81617,17,0,24000,2,15.31,0.29,11,709,0,1
36,1,Master,95311,12,0,24000,1,11.12,0.25,12,698,0,0
38,1,High School,98472,17,0,24000,5,8.49,0.24,13,564,1,0
43,0,Associate,118110,24,0,24000,2,10.99,0.2,11,720,0,0
36,1,Associate,121677,13,0,24000,5,11.99,0.2,11,638,1,0
47,0,Bachelor,22873,26,1,3000,4,5.42,0.13,12,678,0,1
48,0,Associate,156972,24,0,24000,0,9.91,0.15,15,650,0,0
41,1,Doctorate,72894,17,0,23800,5,6.91,0.33,15,755,0,1
37,1,High School,47293,12,0,23500,0,11.01,0.5,16,509,0,1
39,1,High School,77666,15,0,23500,0,14.26,0.3,13,669,0,1
37,0,Associate,22667,14,2,1500,4,13.47,0.07,13,601,1,0
40,0,Associate,100709,17,0,23000,5,12.36,0.23,11,664,0,1
42,1,High School,81443,18,0,22400,1,14.11,0.28,11,712,0,1
38,0,Bachelor,100459,16,0,22250,5,20,0.22,12,629,0,1
47,1,Master,46967,27,0,22000,1,18.78,0.47,17,661,0,1
38,1,High School,68241,15,0,22000,5,10.75,0.32,15,625,0,1
43,0,Master,87392,17,0,22000,0,10.62,0.25,11,699,0,1
42,1,Doctorate,99557,18,0,22000,3,10.99,0.22,12,608,1,0
46,1,Associate,109827,25,0,22000,5,18.79,0.2,16,642,0,1
39,0,Associate,143808,15,0,22000,3,11.49,0.15,12,693,0,0
40,1,High School,201063,17,0,22000,2,10.99,0.11,13,591,0,0
48,1,Master,23868,28,2,7000,0,11.01,0.29,12,747,0,1
37,0,Bachelor,49035,17,0,21250,2,12.99,0.43,16,654,0,1
36,1,Associate,51526,12,0,21000,0,7.49,0.41,11,681,0,1
39,0,High School,70675,17,0,21000,0,10.83,0.3,16,654,0,1
